bag_id,filename
114,PC16_20100804_070000_0010.bmp
115,PC17_20090804_050000_0010.bmp
116,PC13_20090513_050000_0020.bmp
117,PC2_20100513_043000_0010.bmp
118,PC1_20100513_043000_0720.bmp
119,PC5_20090606_070000_0010.bmp
120,PC13_20100606_050001_0010.bmp
121,PC17_20090705_070000_0010.bmp
122,PC5_20090804_050000_0010.bmp
123,PC18_20100804_070020_0030.bmp
124,PC13_20100513_043015_0740.bmp
125,PC1_20100804_050000_0040.bmp
126,PC7_20090705_070000_0040.bmp
127,PC10_20090513_070000_0030.bmp
128,PC7_20090804_070000_0040.bmp
129,PC18_20090705_050000_0030.bmp
130,PC17_20100804_070020_0040.bmp
131,PC4_20100705_070000_0030.bmp
132,PC2_20100606_052906_0030.bmp
133,PC8_20100705_050000_0030.bmp
134,PC8_20090606_070000_0040.bmp
135,PC11_20100705_070000_0030.bmp
136,PC18_20090804_070000_0010.bmp
137,PC13_20100513_043015_0730.bmp
138,PC11_20100513_043000_0730.bmp
139,PC17_20100804_050020_0030.bmp
140,PC10_20090705_044500_0030.bmp
141,PC10_20090705_071500_0040.bmp
142,PC15_20090705_070000_0020.bmp
143,PC4_20100606_050000_0030.bmp
144,PC10_20100513_043000_0720.bmp
145,PC1_20090513_070000_0030.bmp
146,PC7_20090606_050011_0010.bmp
147,PC10_20100705_070000_0040.bmp
148,PC17_20100705_070002_0030.bmp
149,PC18_20090705_050000_0040.bmp
150,PC16_20100606_070000_0020.bmp
151,PC5_20090513_051500_0040.bmp
152,PC7_20090705_070000_0020.bmp
153,PC15_20090606_050011_0010.bmp
154,PC15_20100606_064100_0010.bmp
155,PC4_20090804_050000_0020.bmp
156,PC16_20100606_070000_0010.bmp
157,PC4_20100705_070000_0040.bmp
158,PC8_20090606_070000_0020.bmp
159,PC4_20100705_050000_0040.bmp
160,PC8_20100705_050000_0020.bmp
161,PC1_20100606_070000_0030.bmp
162,PC11_20090513_050300_0040.bmp
163,PC5_20090606_070000_0030.bmp
164,PC18_20100804_070020_0040.bmp
165,PC10_20100804_070000_0030.bmp
166,PC16_20090606_050000_0030.bmp
167,PC1_20090513_050000_0020.bmp
168,PC11_20090513_070300_0020.bmp
169,PC5_20090513_051500_0020.bmp
170,PC16_20090513_070000_0020.bmp
171,PC7_20090705_050000_0040.bmp
172,PC15_20090804_070000_0020.bmp
173,PC1_20090804_070012_0040.bmp
174,PC11_20100705_050000_0030.bmp
175,PC1_20100606_070000_0010.bmp
176,PC11_20100513_043000_0020.bmp
177,PC5_20090513_071500_0010.bmp
178,PC5_20090705_050000_0020.bmp
179,PC5_20090705_050000_0010.bmp
180,PC17_20100804_070020_0030.bmp
181,PC1_20090606_070012_0020.bmp
182,PC10_20090513_070000_0020.bmp
183,PC11_20090705_050000_0040.bmp
184,PC10_20100513_043000_0030.bmp
185,PC1_20090705_050000_0010.bmp
186,PC5_20090705_070000_0010.bmp
187,PC7_20090606_070011_0020.bmp
188,PC15_20090804_070000_0010.bmp
189,PC10_20100513_043000_0040.bmp
190,PC4_20090606_050000_0040.bmp
191,PC7_20090606_070011_0010.bmp
192,PC10_20100606_053000_0010.bmp
193,PC15_20090804_050000_0010.bmp
194,PC13_20100513_043015_0010.bmp
195,PC15_20100804_050000_0030.bmp
196,PC7_20100804_050000_0010.bmp
197,PC8_20090606_050000_0010.bmp
198,PC17_20100705_070002_0020.bmp
199,PC16_20100606_070000_0040.bmp
200,PC2_20100705_070001_0010.bmp
201,PC7_20090606_070011_0030.bmp
202,PC13_20090606_070000_0040.bmp
203,PC15_20100804_070000_0010.bmp
204,PC5_20090606_050000_0030.bmp
205,PC7_20090513_050000_0040.bmp
206,PC10_20090804_070012_0040.bmp
207,PC10_20090705_071500_0020.bmp
208,PC16_20100606_050000_0020.bmp
209,PC5_20100804_070000_0020.bmp
210,PC16_20100513_043000_0720.bmp
211,PC18_20100513_043000_0040.bmp
212,PC7_20090804_050000_0030.bmp
213,PC10_20100705_070000_0030.bmp
214,PC15_20100606_050000_0010.bmp
215,PC4_20090804_070000_0020.bmp
216,PC17_20100513_043000_0730.bmp
217,PC1_20090705_070000_0030.bmp
218,PC17_20090705_070000_0040.bmp
219,PC7_20100705_070000_0010.bmp
220,PC16_20090606_070000_0040.bmp
221,PC18_20090804_050000_0040.bmp
222,PC15_20090513_050000_0030.bmp
223,PC15_20100513_043000_0020.bmp
224,PC17_20100705_070002_0040.bmp
225,PC8_20100606_070001_0030.bmp
226,PC4_20100513_043013_0030.bmp
227,PC10_20100705_050000_0040.bmp
228,PC15_20090606_070011_0020.bmp
229,PC15_20100513_043000_0730.bmp
230,PC15_20090513_070000_0040.bmp
231,PC13_20100606_050001_0040.bmp
232,PC10_20090513_070000_0040.bmp
233,PC4_20100606_050000_0010.bmp
234,PC4_20100606_070000_0010.bmp
235,PC16_20100606_050000_0040.bmp
236,PC7_20090804_070000_0020.bmp
237,PC4_20100513_043013_0720.bmp
238,PC7_20090513_050000_0020.bmp
239,PC5_20100804_070000_0030.bmp
240,PC5_20090606_050000_0010.bmp
241,PC10_20100606_070000_0030.bmp
242,PC8_20090606_070000_0030.bmp
243,PC4_20100804_050000_0020.bmp
244,PC13_20090606_050000_0040.bmp
245,PC10_20090606_054500_0030.bmp
246,PC5_20100804_050000_0020.bmp
247,PC10_20100606_053000_0020.bmp
248,PC5_20100804_050000_0040.bmp
249,PC2_20100606_052906_0730.bmp
250,PC10_20090804_050012_0010.bmp
251,PC1_20090804_050011_0040.bmp
252,PC13_20090513_050000_0010.bmp
253,PC4_20090804_070000_0010.bmp
254,PC1_20090705_070000_0020.bmp
255,PC16_20100513_043000_0730.bmp
256,PC10_20090606_074500_0010.bmp
257,PC17_20100513_043000_0020.bmp
258,PC1_20100705_070002_0010.bmp
259,PC4_20090606_070000_0040.bmp
260,PC8_20100705_070000_0030.bmp
261,PC10_20100606_053000_0040.bmp
262,PC11_20090705_070000_0020.bmp
263,PC8_20100705_070000_0010.bmp
264,PC15_20090705_050000_0010.bmp
265,PC1_20090705_050000_0030.bmp
266,PC8_20100606_050001_0040.bmp
267,PC2_20090606_050000_0040.bmp
268,PC16_20100513_043000_0750.bmp
269,PC7_20090804_050000_0040.bmp
270,PC1_20090513_070000_0010.bmp
